"image_type","image_link","surrounding_text"
"0","https://lied.ku.edu/wp-content/uploads/2015/01/LiedKS-hor-gaea1.png?x88520","Logo 785-864-2787
HOME
ABOUT
EVENTS
TICKETS
ENGAGEMENT
SUPPORT
RENTALS"
"0","https://lied.ku.edu/wp-content/uploads/2015/01/LiedKS-hor-gaea1.png?x88520","Logo 785-864-2787
HOME
ABOUT
EVENTS
TICKETS
ENGAGEMENT
SUPPORT
RENTALS"
"0","https://lied.ku.edu/wp-content/uploads/2024/04/Prairie-Land-Insurance-logo-wht.png","Tuesday | APR 1 | 7:30pm
KU Jazz Ensemble I
Alto saxophone/composer
with special guest
Remy Le Boeuf KU Jazz Ensemble I with special guest Remy Le Boeuf, alto saxophone/composer
Tuesday | APR 1 | 7:30pm
Blind Boys of Alabama & Shemekia Copeland
Friday | APR 4 | 7:30pm
JIJI
Sunday | APR 6 | 7:30pm
Digging Roots
Friday | APR 11 | 7:30pm
HADESTOWN
Monday | APR 14 | 7:30pm
Paul Taylor Dance Company
Wednesday | APR 16 | 7:30pm
Sullivan Fortner, solo piano
Monday | APR 21 | 7:30pm
Sullivan Fortner, solo piano
Tuesday | APR 22 | 7:30pm
THE CHER SHOW
Wednesday | APR 23 | 7:30pm
The Moth Mainstage
Friday | APR 25 | 7:30pm
Black Violin
Tuesday | MAY 6 | 7:30pm
SEE FULL LIED CENTER SERIES
BUY TICKETS ONLINE
Lied Center of Kansas
Lied Center of Kansas
1600 Stewart Drive, Lawrence KS

Ticket Office
Weekdays: 11 am–5:30 pm
785-864-2787

Performance Day
Open at least one hour prior to all ticketed performances.

Administrative Office
785-864-3469
Email: lied@ku.edu
Weekdays, 9 am–5 pm
Ticket Packages
Directions/Parking
Virtual Tour
Plan Your Visit"
"0","https://lied.ku.edu/wp-content/uploads/2017/04/School-of-Music-wht.png","Tuesday | APR 1 | 7:30pm
KU Jazz Ensemble I
Alto saxophone/composer
with special guest
Remy Le Boeuf KU Jazz Ensemble I with special guest Remy Le Boeuf, alto saxophone/composer
Tuesday | APR 1 | 7:30pm
Blind Boys of Alabama & Shemekia Copeland
Friday | APR 4 | 7:30pm
JIJI
Sunday | APR 6 | 7:30pm
Digging Roots
Friday | APR 11 | 7:30pm
HADESTOWN
Monday | APR 14 | 7:30pm
Paul Taylor Dance Company
Wednesday | APR 16 | 7:30pm
Sullivan Fortner, solo piano
Monday | APR 21 | 7:30pm
Sullivan Fortner, solo piano
Tuesday | APR 22 | 7:30pm
THE CHER SHOW
Wednesday | APR 23 | 7:30pm
The Moth Mainstage
Friday | APR 25 | 7:30pm
Black Violin
Tuesday | MAY 6 | 7:30pm
SEE FULL LIED CENTER SERIES
BUY TICKETS ONLINE
Lied Center of Kansas
Lied Center of Kansas
1600 Stewart Drive, Lawrence KS

Ticket Office
Weekdays: 11 am–5:30 pm
785-864-2787

Performance Day
Open at least one hour prior to all ticketed performances.

Administrative Office
785-864-3469
Email: lied@ku.edu
Weekdays, 9 am–5 pm
Ticket Packages
Directions/Parking
Virtual Tour
Plan Your Visit"
"0","https://lied.ku.edu/wp-content/uploads/2021/07/SSC-logo-wht-1.png","KU Jazz Ensemble I with special guest Remy Le Boeuf, alto saxophone/composer
Tuesday | APR 1 | 7:30pm
Blind Boys of Alabama & Shemekia Copeland
Friday | APR 4 | 7:30pm
JIJI
Sunday | APR 6 | 7:30pm
Digging Roots
Friday | APR 11 | 7:30pm
HADESTOWN
Monday | APR 14 | 7:30pm
Paul Taylor Dance Company
Wednesday | APR 16 | 7:30pm
Sullivan Fortner, solo piano
Monday | APR 21 | 7:30pm
Sullivan Fortner, solo piano
Tuesday | APR 22 | 7:30pm
THE CHER SHOW
Wednesday | APR 23 | 7:30pm
The Moth Mainstage
Friday | APR 25 | 7:30pm
Black Violin
Tuesday | MAY 6 | 7:30pm
SEE FULL LIED CENTER SERIES
BUY TICKETS ONLINE
Lied Center of Kansas
Lied Center of Kansas
1600 Stewart Drive, Lawrence KS

Ticket Office
Weekdays: 11 am–5:30 pm
785-864-2787

Performance Day
Open at least one hour prior to all ticketed performances.

Administrative Office
785-864-3469
Email: lied@ku.edu
Weekdays, 9 am–5 pm
Ticket Packages
Directions/Parking
Virtual Tour
Plan Your Visit"
"0","https://lied.ku.edu/wp-content/uploads/2024/04/2425-paul-taylor-dance-2025-logo.png","KU Jazz Ensemble I with special guest Remy Le Boeuf, alto saxophone/composer
Tuesday | APR 1 | 7:30pm
Blind Boys of Alabama & Shemekia Copeland
Friday | APR 4 | 7:30pm
JIJI
Sunday | APR 6 | 7:30pm
Digging Roots
Friday | APR 11 | 7:30pm
HADESTOWN
Monday | APR 14 | 7:30pm
Paul Taylor Dance Company
Wednesday | APR 16 | 7:30pm
Sullivan Fortner, solo piano
Monday | APR 21 | 7:30pm
Sullivan Fortner, solo piano
Tuesday | APR 22 | 7:30pm
THE CHER SHOW
Wednesday | APR 23 | 7:30pm
The Moth Mainstage
Friday | APR 25 | 7:30pm
Black Violin
Tuesday | MAY 6 | 7:30pm
SEE FULL LIED CENTER SERIES
BUY TICKETS ONLINE
Lied Center of Kansas
Lied Center of Kansas
1600 Stewart Drive, Lawrence KS

Ticket Office
Weekdays: 11 am–5:30 pm
785-864-2787

Performance Day
Open at least one hour prior to all ticketed performances.

Administrative Office
785-864-3469
Email: lied@ku.edu
Weekdays, 9 am–5 pm
Ticket Packages
Directions/Parking
Virtual Tour
Plan Your Visit"
"0","https://lied.ku.edu/wp-content/uploads/2022/04/Presbyterian-Manor-logo-horz-wht.png","KU Jazz Ensemble I with special guest Remy Le Boeuf, alto saxophone/composer
Tuesday | APR 1 | 7:30pm
Blind Boys of Alabama & Shemekia Copeland
Friday | APR 4 | 7:30pm
JIJI
Sunday | APR 6 | 7:30pm
Digging Roots
Friday | APR 11 | 7:30pm
HADESTOWN
Monday | APR 14 | 7:30pm
Paul Taylor Dance Company
Wednesday | APR 16 | 7:30pm
Sullivan Fortner, solo piano
Monday | APR 21 | 7:30pm
Sullivan Fortner, solo piano
Tuesday | APR 22 | 7:30pm
THE CHER SHOW
Wednesday | APR 23 | 7:30pm
The Moth Mainstage
Friday | APR 25 | 7:30pm
Black Violin
Tuesday | MAY 6 | 7:30pm
SEE FULL LIED CENTER SERIES
BUY TICKETS ONLINE
Lied Center of Kansas
Lied Center of Kansas
1600 Stewart Drive, Lawrence KS

Ticket Office
Weekdays: 11 am–5:30 pm
785-864-2787

Performance Day
Open at least one hour prior to all ticketed performances.

Administrative Office
785-864-3469
Email: lied@ku.edu
Weekdays, 9 am–5 pm
Ticket Packages
Directions/Parking
Virtual Tour
Plan Your Visit"
"0","https://lied.ku.edu/wp-content/uploads/2023/04/KPR-2023-white.png","KU Jazz Ensemble I with special guest Remy Le Boeuf, alto saxophone/composer
Tuesday | APR 1 | 7:30pm
Blind Boys of Alabama & Shemekia Copeland
Friday | APR 4 | 7:30pm
JIJI
Sunday | APR 6 | 7:30pm
Digging Roots
Friday | APR 11 | 7:30pm
HADESTOWN
Monday | APR 14 | 7:30pm
Paul Taylor Dance Company
Wednesday | APR 16 | 7:30pm
Sullivan Fortner, solo piano
Monday | APR 21 | 7:30pm
Sullivan Fortner, solo piano
Tuesday | APR 22 | 7:30pm
THE CHER SHOW
Wednesday | APR 23 | 7:30pm
The Moth Mainstage
Friday | APR 25 | 7:30pm
Black Violin
Tuesday | MAY 6 | 7:30pm
SEE FULL LIED CENTER SERIES
BUY TICKETS ONLINE
Lied Center of Kansas
Lied Center of Kansas
1600 Stewart Drive, Lawrence KS

Ticket Office
Weekdays: 11 am–5:30 pm
785-864-2787

Performance Day
Open at least one hour prior to all ticketed performances.

Administrative Office
785-864-3469
Email: lied@ku.edu
Weekdays, 9 am–5 pm
Ticket Packages
Directions/Parking
Virtual Tour
Plan Your Visit"
"0","https://lied.ku.edu/wp-content/uploads/2024/04/2425-remy-le-bouef-feature.jpg?x88520","KU Jazz Ensemble I with special guest Remy Le Boeuf, alto saxophone/composer
Tuesday | APR 1 | 7:30pm"
"0","https://lied.ku.edu/wp-content/uploads/2024/04/2425-blind-boys-2025-feature2.jpg?x88520","KU Jazz Ensemble I with special guest Remy Le Boeuf, alto saxophone/composer
Tuesday | APR 1 | 7:30pm Blind Boys of Alabama & Shemekia Copeland
Friday | APR 4 | 7:30pm"
